filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled
00006739,7d4ea1addff78bcabc10019b47b6734422c82e00,97a87e907d7f840bf740c7cc348e221b6b3a66e5,true,Self Remade\Finalized\Dont demaster,true,true
00180189,6eefb15897f2fcea461ba2e601c5809f77353d85,96db8a48e1217a5847f076c88d3c1e0515436db1,true,Self Remade\Finalized\Dont demaster,false,true
003f0404,6eefb15897f2fcea461ba2e601c5809f77353d85,5c3403531b28f2fab0467b7d06744ede24e90562,true,Self Remade\Finalized\Dont demaster,false,true
00626739,fb85e1fd752c07d2720dd001856cc429b2a26cc6,c0100c76c6398e0cb1916bd3a08b2e9a810043b6,true,Self Remade\Finalized\Dont demaster,true,true
007a0189,6eefb15897f2fcea461ba2e601c5809f77353d85,324c307a80299d8296fcf45316c0a6e6815fc1de,true,Self Remade\Finalized\Dont demaster,false,true
00e103ff,6eefb15897f2fcea461ba2e601c5809f77353d85,cb7a2c273160eda4dc44ca64888567d93b026f22,true,Self Remade\Finalized\Dont demaster,false,true
00edb9fc,e8484ee65c9d593424ce65f4e2eda5a91690f04b,e0ff007031e97260b26bbacf3ce360d106492fb0,true,Self Remade\Finalized\Dont demaster,true,true
00fb5e0d_a4c6847d4b922f6cd44f7d23a8727f2c,620171dea044f965ed846d1ff5ee2a8cb3d5b38c,58eb019062da75594f13dff838b3601ec56cac44,true,Self Remade\Finalized\Not Demaster Fixed\UI\Japanese,false,true
a_bg.bmp,78fefa4a6a4cfeb2b9de384af1aaade2bd15825c,b154bc131a4475334637d98a2576da3e3e3f9634,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
b_bg.bmp,24237a173703df54b3ccf6692f97d186d353bd87,238d3e0ed895742423a90d878aec7450e2eb1c9b,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
bg_alp_ovl.bmp,0558188f1609dd3ca6ae74a6dc8bdd2e0b99f017,84543a5480600ab6f2fb8bde44bef57b75227d92,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
c_bg.bmp,d95c1b4d08a0d4434ff9837ada1f5b544db119a4,a0f6cf013b1b69f563ee494eb8bb95e7d6c5a065,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
crd_pp05.bmp,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,1167140668d61bca8244eb5327ac12ade82d4a20,true,Self Remade\Finalized\Dont demaster,true,true
crd_pp05.bmp_276e6284cf2e0055cf730766f998bbac,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,dd880da95d450d77cde34a11d0d2f48e2d1868cd,true,Self Remade\Finalized\Dont demaster,true,true
crd_pp05.bmp_68d8cf100718b565e0eecf3ff7585eb5,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,93394dd0a9f0e4f7af0c9089a71ecb7c5a8bd7f0,true,Self Remade\Finalized\Dont demaster,true,true
crd_pp05.bmp_c9e026756e1ac92120d9d6d7dc7f56f1,59ba0a1e38cc06c9b7d345b945e3af08b1a54b9c,6b89bb45cf013460d7a5fef36fae40b4a8c99f3a,true,Self Remade\Finalized\Dont demaster,true,true
d_bg.bmp,994461455c9b280ca3b3476bb1dac4dbf5b345c9,c07caf544fe75c616706b0be3672680f39a0b85c,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
d_oil_sea_alp_ovl_mod0222.bmp,26624337170d0a7d0125c92189960750dc0bd525,427ce11ede307cc21af0210669af083a69eceb2a,true,Self Remade\Finalized\Dont demaster,true,true
door_b00.bmp,09b2b3ffb94e4f09ac301d0eedcbfb32e3bfc042,c64334cb908d10aece2eedf768ccc9b5aed965ba,true,Self Remade\Finalized,true,true
e_bg.bmp,c07bcdbae6209b9898ef1c6a833a13856ac052dd,848f431f5edeafe9a23387f78640e3185eff05de,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
ema_tag.bmp,c91580152efb8d9dfd55a59549ce3ef83d91ce0b,90917977d93acf807aeeceac775b38d3651382c2,true,Self Remade\Finalized\Dont demaster,false,true
ibox_tx_all_alp.bmp,b3ee953e2cf8a7a4e9109306f311cca1ecf41aff,d5e1776c5534a2ad9791a46aa017894681081b22,false,Self Remade\Finalized\Dont demaster,false,true
ibox_tx_all_alp.bmp_542a0e8227207db0a7c5b8c61cc0345d,b3ee953e2cf8a7a4e9109306f311cca1ecf41aff,d5e1776c5534a2ad9791a46aa017894681081b22,false,Self Remade\Finalized\Dont demaster,false,true
ibox_tx_all_alp.bmp_791e610c4fcf41bf273b86f3bef405c7,b3ee953e2cf8a7a4e9109306f311cca1ecf41aff,d5e1776c5534a2ad9791a46aa017894681081b22,false,Self Remade\Finalized\Dont demaster,false,true
ibox_tx_all_alp.bmp_c9d3a3451227c3cc7e6447a2754c7b93,b3ee953e2cf8a7a4e9109306f311cca1ecf41aff,d5e1776c5534a2ad9791a46aa017894681081b22,false,Self Remade\Finalized\Dont demaster,false,true
ibox_tx_all_alp_ovl.bmp,b3ee953e2cf8a7a4e9109306f311cca1ecf41aff,3dd45ef4d81a6ef578b78b25c6c311ce80d474df,false,Self Remade\Finalized\Dont demaster,false,true
iro_boots.bmp,3e5151c7c12b0b79de2f767de0bfeefe72f24617,7954d5f87e76b7342c918327a8b184c5e05bc875,true,Self Remade\Finalized\Not Demaster Fixed,true,true
ligbodyu2_add_ovl.bmp,5a3ee6090cfcc117d05d5e39ebc07e749709863c,daabd3d243acf25d934e3aca1a81e0642d8e09ad,true,Self Remade\Finalized\Dont demaster,true,true
ligbodyu_add_ovl.bmp,6676ef5a3fb35ec56976ed6fb18f9a770e452d93,800730bbaf277ac01ff9801729eab28ce9232227,true,Self Remade\Finalized\Dont demaster,true,true
m3l_gou_02msk.bmp,5fe10375fc6ae61323b840d5ee1a2d181193cb19,f22293a0026ea4485023b1d3e231f7d7e2a7bfd2,true,Self Remade\Finalized,false,true
r_bg.bmp,05c4c324ae905f52f70f762039c3eae6af3ec6a2,7d2022a0e35fa87a1d4524a6a46532535b4848e3,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true
s_oil_sea_alp_ovl_mod0022.bmp,28117c71471f323af68bba78057967a93b427b53,93ccd7a41573a8be229029d0d18745db415df190,true,Self Remade\Finalized\Dont demaster,false,true
seculitycard_lv1_alp.bmp,7b5bd977427c3520953b0796b9b1de0e984eae3e,b564f96af0ea362be101b21d3f109ce7dcd63b02,true,Self Remade\Finalized\Dont demaster,false,true
